00:00,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53,5.59,88.63333333,17.7,43.76,19.39,51.16333333,16.89,45.7,5.3,736.9,92,6,22,4.1
00:10,20,21.29,44.82666667,20.7,44,20.2,45.59,20.56666667,46.93333333,19.2,50.5,5.53,89.02666667,17.7,43.93333333,19.46333333,51.5,16.89,45.79,5.27,737,92,6,25,4.07
00:20,20,21.29,44.96666667,20.63333333,44,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333,5.53,89.4,17.76,44.33333333,19.39,51.56,16.89,45.86333333,5.23,737.1,92,6,28,4.03
00:30,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92,6,31,4
00:40,10,21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29,5.4,89.4,17.79,45.22333333,19.39,52,16.89,45.96666667,5.17,737.3,92,6,34,3.97
00:50,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26,5.2,88.99,17.79,45.32666667,19.35666667,52.09,16.89,46.03,5.13,737.4,92,6,37,3.93
01:00,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.1,737.5,92,6,40,3.9
01:10,20,21,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19,50.09,4.933333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.12,737.6333333,92,5.833333333,40,3.92
01:20,10,21,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19,50.03,5,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13,737.7666667,92,5.666666667,40,3.93
01:30,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19,50.03,4.866666667,91.26,17.79,45.86333333,19.29,53.5,16.89,46.29,5.15,737.9,92,5.5,40,3.95
01:40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.17,738.0333333,92,5.333333333,40,3.97
01:50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.18,738.1666667,92,5.166666667,40,3.98
02:00,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46,19.2225,54.7225,16.89,46.82666667,5.2,738.3,92,5,40,4
02:10,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46,19.2,54.96666667,16.96333333,46.96666667,5.13,738.4,92,4.833333333,40,3.93
02:20,0,20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09,4.156666667,92.56666667,17.89,46,19.2,54.96666667,17,47.23,5.07,738.5,92,4.666666667,40,3.87
02:30,0,20.7,46.2,20,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17,47.36333333,5,738.6,92,4.5,40,3.8
02:40,0,20.6,46.2,20,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17,47.53,4.93,738.7,92,4.333333333,40,3.73
02:50,0,20.6,46.12666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.12666667,17.82333333,45.96333333,19.13333333,54.79,17,47.66333333,4.87,738.8,92,4.166666667,40,3.67
03:00,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17,47.82666667,4.8,738.9,92,4,40,3.6
03:10,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17,47.9,4.82,739.0166667,92.16666667,4.333333333,40,3.63
03:20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333,17.89,46.2,19.2,55.09,17,48.03,4.83,739.1333333,92.33333333,4.666666667,40,3.67
03:30,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17,48.09,4.85,739.25,92.5,5,40,3.7
03:40,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.87,739.3666667,92.66666667,5.333333333,40,3.73
03:50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50,4.263333333,94.79666667,17.89,46.12666667,19.2,54.73,17.06666667,48.36333333,4.88,739.4833333,92.83333333,5.666666667,40,3.77
04:00,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50,4.463333333,95.03,17.89,46.09,19.1,54.56,17.03333333,48.46333333,4.9,739.6,93,6,40,3.8
04:10,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.92,739.65,92.66666667,5.833333333,40,3.77
04:20,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.93,739.7,92.33333333,5.666666667,40,3.73
