19.89,47.59666667,19.2,44.79,19.79,44.73,19,45.56666667,17.16666667,55.2,30,60
19.89,46.69333333,19.2,44.7225,19.79,44.79,19,45.9925,17.16666667,55.2,30,60
19.89,46.3,19.2,44.62666667,19.79,44.93333333,18.92666667,45.89,17.16666667,55.09,30,50
19.89,46.06666667,19.2,44.59,19.79,45,18.89,45.72333333,17.16666667,55.09,40,50
19.89,46.33333333,19.2,44.53,19.79,45,18.89,45.53,17.2,55.09,40,60
19.89,46.02666667,19.2,44.5,19.79,44.93333333,18.89,45.73,17.13333333,55.03,40,50
19.89,45.76666667,19.2,44.5,19.79,44.9,18.89,45.79,17.1,54.96666667,50,60
19.85666667,45.56,19.2,44.5,19.73,44.9,18.89,45.86333333,17.1,54.9,50,60
19.79,45.5975,19.2,44.43333333,19.73,44.79,18.89,45.79,17.16666667,55,40,60
19.85666667,46.09,19.23,44.4,19.79,44.86333333,18.89,46.09666667,17.1,55,40,70
19.92666667,45.86333333,19.35666667,44.4,19.79,44.9,18.89,46.43,17.1,55,70,230
20.06666667,46.39666667,19.42666667,44.4,19.79,44.82666667,19,46.43,17.1,55,60,580
20.13333333,48,19.56666667,44.4,19.89,44.9,19,46.36333333,17.1,55.09,50,430
20.26,52.72666667,19.73,45.1,19.89,45.49333333,19,47.22333333,17.1,55.16333333,40,250
20.42666667,55.89333333,19.85666667,45.83333333,20.03333333,47.52666667,19,48.69666667,17.1,55.5,10,100
20.56666667,53.89333333,20.03333333,46.75666667,20.1,48.46666667,19,48.49,17.15,56.0425,10,100
20.73,52.66,20.16666667,47.22333333,20.2,48.53,18.92666667,48.15666667,17.16666667,56.49,10,90
20.85666667,53.66,20.2,47.05666667,20.2,48.4475,18.89,47.96333333,17.2,56.93333333,30,70
20.89,51.19333333,20.2,46.33,20.2,48.19333333,18.96333333,48.63,17.2,57.06,30,80
20.89,49.8,20.2,46.02666667,20.16666667,47.63333333,19.03333333,49.5,17.59333333,70.72666667,40,140
20.89,48.43333333,20.2,45.7225,20.16666667,47.3,19.175,49.9475,18.06666667,79,20,120
20.96333333,47.63333333,20.26,45.53,20.2,47.02666667,19.26,49.69666667,17.66666667,79.73,40,190
21.03333333,47.06333333,20.29,45.22333333,20.26,46.82666667,19.32333333,49.16666667,17.6,79.25666667,40,110
21.1,46.59666667,20.35666667,44.96333333,20.29,46.63333333,19.39,48.42666667,17.56666667,78.39333333,40,110
21.13333333,46.06,20.42666667,44.76,20.29,46.43333333,19.39,48.19333333,17.76,82.46,30,110
21.2,45.8,20.5,44.76,20.39,46.22333333,19.39,47.8,18.35666667,82.59,20,110
21.29,45.9,20.53333333,45.09,20.39,46.09,19.39,47.56,18.35666667,70.99,30,100
21.35666667,45.82666667,20.66666667,45.16333333,20.39,46.09,19.39,47.5,18.6,62.43,20,100
