Id,Label
1,60.0
2,60.0
3,60.0
4,60.0
5,60.0
6,60.0
7,60.0
8,60.0
9,60.0
10,50.0
11,50.0
12,50.0
13,50.0
14,50.0
15,50.0
16,50.0
17,50.0
18,50.0
19,50.0
20,50.0
21,50.0
22,50.0
23,50.0
24,50.0
25,50.0
26,50.0
27,50.0
28,50.0
29,50.0
30,50.0
31,50.0
32,50.0
33,50.0
34,50.0
35,50.0
36,60.0
37,50.0
38,50.0
39,50.0
40,60.0
41,50.0
42,60.0
43,50.0
44,50.0
45,50.0
46,50.0
47,50.0
48,50.0
49,60.0
50,60.0
51,50.0
52,50.0
53,50.0
54,60.0
55,70.0
56,60.0
57,90.0
58,90.0
59,90.0
60,90.0
61,90.0
62,60.0
63,60.0
64,90.0
65,60.0
66,60.0
67,80.0
68,80.0
69,80.0
70,80.0
71,80.0
72,80.0
73,80.0
74,80.0
75,80.0
76,60.0
77,80.0
78,80.0
79,80.0
80,80.0
81,80.0
82,80.0
83,80.0
84,80.0
85,80.0
86,80.0
87,80.0
88,80.0
89,80.0
90,80.0
91,80.0
92,80.0
93,80.0
94,80.0
95,80.0
96,60.0
97,60.0
98,60.0
99,60.0
100,90.0
101,90.0
102,50.0
103,80.0
104,90.0
105,80.0
106,80.0
107,80.0
108,80.0
109,80.0
110,100.0
111,90.0
112,90.0
113,90.0
114,90.0
115,90.0
116,90.0
117,90.0
118,90.0
119,90.0
120,90.0
121,90.0
122,90.0
123,90.0
124,90.0
125,90.0
126,90.0
127,70.0
128,90.0
129,90.0
130,90.0
131,70.0
132,70.0
133,70.0
134,70.0
135,60.0
136,70.0
137,70.0
138,70.0
139,70.0
140,70.0
141,70.0
142,70.0
143,70.0
144,70.0
145,60.0
146,60.0
147,60.0
148,60.0
149,60.0
150,60.0
151,60.0
152,60.0
153,60.0
154,60.0
155,60.0
156,50.0
157,50.0
158,50.0
159,50.0
160,50.0
161,50.0
162,50.0
163,50.0
164,50.0
165,50.0
166,50.0
167,50.0
168,50.0
169,50.0
170,50.0
171,50.0
172,50.0
173,50.0
174,50.0
175,50.0
176,50.0
177,50.0
178,50.0
179,50.0
180,50.0
181,50.0
182,50.0
183,50.0
184,50.0
185,50.0
186,50.0
187,50.0
188,50.0
189,60.0
190,50.0
191,50.0
192,60.0
193,60.0
194,50.0
195,60.0
196,50.0
197,60.0
198,60.0
199,60.0
200,60.0
201,60.0
202,50.0
203,60.0
204,60.0
205,60.0
206,60.0
207,60.0
208,80.0
209,60.0
210,60.0
211,60.0
212,100.0
213,60.0
214,60.0
215,60.0
216,60.0
217,60.0
218,70.0
219,60.0
220,60.0
221,60.0
222,60.0
223,80.0
224,100.0
225,80.0
226,100.0
227,80.0
228,80.0
229,80.0
230,80.0
231,80.0
232,80.0
233,80.0
234,80.0
235,80.0
236,80.0
237,80.0
238,80.0
239,80.0
240,60.0
241,70.0
242,100.0
243,100.0
244,100.0
245,100.0
246,100.0
247,100.0
248,100.0
249,60.0
250,60.0
251,60.0
252,60.0
253,70.0
254,80.0
255,80.0
256,80.0
257,60.0
258,60.0
259,100.0
260,60.0
261,60.0
262,70.0
263,60.0
264,60.0
265,60.0
266,60.0
267,60.0
268,60.0
269,60.0
270,50.0
271,50.0
272,50.0
273,60.0
274,50.0
275,50.0
276,50.0
277,50.0
